GivenName,Surname,City,StateFull,CountryFull,EmailAddress,Username,TelephoneNumber,Birthday,Occupation,Company
Gerald,Kasper,Nobleton,Ontario,Canada,GeraldSKasper@fleckens.hu,Fromen,905-859-3648,3/21/1994,"Door-to-door sales worker","Cut Above"
Frank,Thompson,Longueuil,Quebec,Canada,FrankEThompson@fleckens.hu,Twore1985,450-651-5110,6/12/1985,"Gaming surveillance officer","Eisner Food Stores"
Mark,Innes,Windsor,Ontario,Canada,MarkMInnes@jourrapide.com,Gred1960,519-255-7576,2/14/1960,"Court reporter","Unity Frankford Stores"
Eleanor,McEwen,Toronto,Ontario,Canada,EleanorFMcEwen@jourrapide.com,Uniere,416-212-2714,10/11/2001,"Administrative clerk","Monk Home Funding Services"
Linda,Nguyen,Calgary,Alberta,Canada,LindaJNguyen@rhyta.com,Ofecou,403-212-6366,7/9/1947,"Financial controller",Anderson-Little
Jessica,Ruff,Thedford,Ontario,Canada,JessicaWRuff@cuvox.de,Humothisent,519-296-3222,7/28/1972,"Tour escort",Opti-Tek
John,Frazier,Vancouver,"British Columbia",Canada,JohnEFrazier@rhyta.com,Allympted1978,604-648-8685,9/11/1978,"Physician assistant",Megatronic
Adam,McGee,"Port Lambton",Ontario,Canada,AdamMMcGee@fleckens.hu,Aboyed,519-677-5924,1/10/1964,"Support service manager","Carl Durfees"
Billie,Boudreaux,Montreal,Quebec,Canada,BillieHBoudreaux@jourrapide.com,Stureps,514-488-9882,4/1/2003,"Loss prevention agent","Foreman & Clark"
Ivan,Goodrich,Alfred,Ontario,Canada,IvanGGoodrich@teleworm.us,Fectindides,613-679-8621,1/19/1973,Electrologist,"H.C. Bohack"
Jacqueline,Mabon,London,Ontario,Canada,JacquelineDMabon@rhyta.com,Bleart,519-686-6620,9/23/1943,"Workforce development officer","Integra Wealth"
Rosalie,Harris,Stonewall,Manitoba,Canada,RosalieRHarris@armyspy.com,Uponeemould,204-513-6873,4/4/1960,"Nail care technician","Big Apple"
Carol,Brooks,"Crowsnest Pass",Alberta,Canada,CarolJBrooks@gustr.com,Younemeen,403-562-1333,2/2/1950,"Sign language interpreter","Planet Pizza"
Ben,Jarrett,Gibsons,"British Columbia",Canada,BenCJarrett@rhyta.com,Hampon,604-886-5617,5/6/1950,"Job placement specialist","Network Air"
Cara,Banh,Lodgepole,Alberta,Canada,CaraJBanh@fleckens.hu,Lowas1956,780-894-8021,3/23/1956,"Utility meter reader","Gold Touch"
Betty,Remington,Calgary,Alberta,Canada,BettyGRemington@fleckens.hu,Theyel,403-235-9841,4/1/2001,"Recruitment manager",Merrymaking
Georgia,Heil,Kitchener,Ontario,Canada,GeorgiaJHeil@superrito.com,Tolds1995,519-743-6134,1/31/1995,"Tow truck dispatcher","Bombay Company"
Ricky,Baker,Athabasca,Alberta,Canada,RickyYBaker@rhyta.com,Youresser,780-675-8095,12/8/1959,Animator,"New World"
Rose,Johnson,Montreal,Quebec,Canada,RoseKJohnson@superrito.com,Wrock1956,514-804-8781,3/9/1956,"Camp counselor","Red Fox Tavern"
Rick,Quinn,Toronto,Ontario,Canada,RickAQuinn@einrot.com,Camelf,416-464-2047,7/11/1947,Chef,"Golden Joy"
Travis,Garcia,Montreal,Quebec,Canada,TravisLGarcia@jourrapide.com,Inhoullear,514-499-2168,1/9/1977,"Fund manager","Integra Investment Service"
Charles,Acevedo,"Fort Mcpherson","Northwest Territories",Canada,CharlesHAcevedo@gustr.com,Camble,867-952-8997,2/4/1973,Bibliographer,Fayva
Kimberly,Hafford,"St Cyrille De Wendover",Quebec,Canada,KimberlyPHafford@fleckens.hu,Thowed,819-397-4736,12/2/1970,"Counseling psychologist","Webcom Business Services"
Ethel,Patin,Toronto,Ontario,Canada,EthelRPatin@rhyta.com,Forether1971,416-632-6959,4/15/1971,"Plate finisher","Bonanza Produce Stores"
Jesse,Morrison,Vancouver,"British Columbia",Canada,JesseSMorrison@gustr.com,Hatteniou,604-312-2192,9/7/1946,"Commercial photographer","Copeland Sports"
Mary,Santana,Toronto,Ontario,Canada,MaryJSantana@jourrapide.com,Exuld1980,416-398-0914,5/8/1980,"Credentials specialist","Foot Quarters"
Erin,Weir,Tagish,Yukon,Canada,ErinRWeir@fleckens.hu,Farnews,867-660-9374,10/4/1976,"Commercial diver","Al's Auto Parts"
Gail,Schultz,London,Ontario,Canada,GailASchultz@armyspy.com,Mallyn,519-777-7019,6/13/1939,"Letterpress setter","Realty Zone"
Terrence,Rivera,Amherstburg,Ontario,Canada,TerrenceKRivera@gustr.com,Andeep,519-736-6232,12/9/1967,Composer,"Blue Boar Cafeterias"
Arthur,Tavera,Toronto,Ontario,Canada,ArthurMTavera@teleworm.us,Pringre,416-562-3829,6/7/1975,"Property disposal specialist","Exact Realty"
Ed,Martin,Sudbury,Ontario,Canada,EdSMartin@einrot.com,Firents,705-691-8168,8/16/1976,"Payroll and timekeeping clerk","First Choice Yard Help"
Jennifer,Lopez,Sarnia,Ontario,Canada,JenniferJLopez@armyspy.com,Titheivelt2002,519-330-1785,7/24/2002,"Financial analyst","Custom Sound"
Monica,Arnold,Toronto,Ontario,Canada,MonicaEArnold@fleckens.hu,Ressrsaibuy,647-654-3374,9/24/1992,"Executive housekeeper","Landskip Yard Care"
Rudolph,Jerkins,Montreal,Quebec,Canada,RudolphAJerkins@jourrapide.com,Colove,514-944-3077,5/28/1960,"Geological technician",Fretter
David,Olmstead,Calgary,Alberta,Canada,DavidLOlmstead@gustr.com,Pannour,403-251-3067,9/30/1978,"Floor broker","Landskip Yard Service"
Robert,Cunningham,"Trois Rivieres",Quebec,Canada,RobertVCunningham@einrot.com,Neventold,819-386-7634,4/30/1995,"Public finance economist","New World"
Monroe,Palmer,Edson,Alberta,Canada,MonroeAPalmer@fleckens.hu,Fien1994,780-728-0336,5/25/1994,"ESL teacher","Jeans Unlimited"
Susan,Merideth,Lethbridge,Alberta,Canada,SusanGMerideth@fleckens.hu,Shiclus,403-330-5816,3/21/1946,Anesthesiologist,"Locost Accessories"
Charles,Duffin,"Port Renfrew","British Columbia",Canada,CharlesJDuffin@teleworm.us,Frobeek,250-647-8593,7/20/1998,Laborer,"Super Saver Foods"
Marc,Melendez,Cremona,Alberta,Canada,MarcCMelendez@teleworm.us,Sters1980,403-637-1052,11/15/1980,"Internal auditor","Liberty Wealth Planners"
Kimberly,Wilbanks,Calgary,Alberta,Canada,KimberlyEWilbanks@gustr.com,Rever1984,403-651-1709,7/27/1984,Auditor,"Accord Investments"
Jennifer,Lamont,Stayner,Ontario,Canada,JenniferWLamont@gustr.com,Coubjecruir,705-430-8767,7/3/1955,"Political geographer","Joshua Doore"
Paul,Perez,Alberton,"Prince Edward Island",Canada,PaulBPerez@armyspy.com,Brible55,902-853-5281,8/25/1955,"Medical records and health information technician","Allied City Stores"
Robin,Wolf,Exshaw,Alberta,Canada,RobinJWolf@cuvox.de,Hiseque,403-673-0727,4/7/1976,"Local transit bus driver",Incluesiv
John,Zacharias,Toronto,Ontario,Canada,JohnSZacharias@superrito.com,Ansoless1946,416-526-5446,10/19/1946,"Oral hygienist","Albers Super Markets"
Theresa,Morin,"Dawson Creek","British Columbia",Canada,TheresaEMorin@fleckens.hu,Labinkled,250-782-9472,5/9/1977,"Electronic typesetting machine operator","House 2 Home"
Laura,Shaver,Hamilton,Ontario,Canada,LauraRShaver@teleworm.us,Wesse1940,905-865-1003,4/27/1940,"Computer support specialist","Canal Villere"
Christopher,Carter,Gilmour,Ontario,Canada,ChristopherMCarter@dayrep.com,Ances1978,613-474-3831,12/30/1978,"Floor finisher","Copeland Sports"
Philip,Daigle,Edmonton,Alberta,Canada,PhilipJDaigle@superrito.com,Afterendis,780-604-6746,6/9/1995,"Gaming investigator","Happy Bear Investment"
Scott,Roach,Arrowwood,Alberta,Canada,ScottDRoach@superrito.com,Asherettle,403-534-8438,7/7/1974,"Medical coder","Chase Pitkin"
Michele,Burnham,Brookland,"Nova Scotia",Canada,MicheleJBurnham@cuvox.de,Hicamen,902-754-4227,7/17/1939,"U.S. Deputy Marshal","Universal Design Partners"
William,Manion,Victoria,"British Columbia",Canada,WilliamDManion@gustr.com,Forcind,250-882-1706,6/23/1944,"Extruding and forming machine setter","Gart Sports"
Shirley,Vowels,"Aston Junction",Quebec,Canada,ShirleyGVowels@dayrep.com,Rearsays51,819-226-7917,11/4/1951,"Bindery machine operator","Honest Air Group"
James,Mack,Kamloops,"British Columbia",Canada,JamesAMack@einrot.com,Plas1963,250-579-9837,6/11/1963,"Teletype operator","Oklahoma Tire & Supply Company"
Cynthia,Harris,Longueuil,Quebec,Canada,CynthiaJHarris@jourrapide.com,Bould1964,450-321-8763,3/12/1964,"Substance abuse social worker","Kinney Shoes"
Jorge,Tran,Hawkesbury,Ontario,Canada,JorgeETran@teleworm.us,Thumbeth,613-307-5521,8/19/1986,"Transmission rebuilder","Ideal Garden Management"
Steven,Dicarlo,Montreal,Quebec,Canada,StevenTDicarlo@dayrep.com,Shenifeland,514-994-0549,3/7/1941,"Office machine operator","National Auto Parts"
Bernard,Jackson,Fauquier,Ontario,Canada,BernardHJackson@einrot.com,Thather,705-339-2300,3/6/2003,"Distribution clerk","Crown Books"
Altagracia,Clayton,Ottawa,Ontario,Canada,AltagraciaBClayton@einrot.com,Litarly,613-563-8283,10/12/1991,"Transit and railroad police",Lechmere
Coleen,Wheeler,Colborne,Ontario,Canada,ColeenTWheeler@einrot.com,Seir1942,905-355-9981,2/27/1942,"Revenue agent","Balanced Fortune"
Earl,Conley,Toronto,Ontario,Canada,EarlMConley@gustr.com,Retul1994,647-293-5854,7/14/1994,"Mail superintendent",Briazz
Ronda,Sibley,Stratford,Ontario,Canada,RondaGSibley@fleckens.hu,Guat1981,519-275-8162,2/28/1981,"Administrative officer","Mr. Clark's Appliances"
Paul,Becerra,Edmonton,Alberta,Canada,PaulJBecerra@jourrapide.com,Fluntence,780-447-0072,3/15/2001,"Risk manager","Pergament Home Centers"
Angie,Koop,Toronto,Ontario,Canada,AngieTKoop@gustr.com,Formuser90,416-617-3290,4/25/1990,"Avionics technician",Martin's
Theresa,McIntosh,Herbert,Saskatchewan,Canada,TheresaJMcIntosh@jourrapide.com,Ophymplariew,306-784-7398,1/22/1996,"Transit and railroad police","Northern Reflections"
Sheila,Seigler,Toronto,Ontario,Canada,SheilaTSeigler@gustr.com,Squir1973,647-280-3522,5/5/1973,"Local account executive","Richman Brothers"
Joseph,Tan,Montreal,Quebec,Canada,JosephCTan@fleckens.hu,Ladve2000,514-250-3600,1/11/2000,Newscaster,"Cuppy's Coffee"
Douglas,Hagberg,Ogoki,Ontario,Canada,DouglasPHagberg@cuvox.de,Descuseence,807-349-5011,4/24/1941,Millwright,"Architectural Genie"
Donald,Mills,Wabasca,Alberta,Canada,DonaldJMills@armyspy.com,Suchand,780-891-4808,9/23/2000,"Aircraft electrician","Omni Source"
Matt,Boyer,Saskatoon,Saskatchewan,Canada,MattEBoyer@teleworm.us,Plicaut,306-261-4755,6/18/1949,"Heating, air-conditioning, and refrigeration installer","King Carol"
Barbara,Alvarez,Biggar,Saskatchewan,Canada,BarbaraTAlvarez@cuvox.de,Suir1999,306-948-0313,2/14/1999,Marine,"Cougar Investment"
Mark,Wier,Comox,"British Columbia",Canada,MarkBWier@rhyta.com,Beginge,250-339-3038,5/26/1992,"Medical doctor","Millenia Life"
Sara,Shell,Newmarket,Ontario,Canada,SaraJShell@teleworm.us,Hisird51,905-716-8185,11/3/1951,Landlord,Ulbrich's
Herbert,Keys,Surrey,"British Columbia",Canada,HerbertBKeys@fleckens.hu,Hinticts,604-635-8618,2/5/1968,"Cleaning supervisor","P. Samuels Men's Clothiers"
Kyung,Jackson,Ottawa,Ontario,Canada,KyungDJackson@rhyta.com,Apper1960,613-236-3875,4/9/1960,"Public relations representative","National Hardgoods Distributors"
John,Parker,Chicoutimi,Quebec,Canada,JohnMParker@dayrep.com,Enclither,418-696-1404,4/11/1942,"Diesel service technician","MacMarr Stores"
John,Wing,"Silver Valley",Alberta,Canada,JohnDWing@einrot.com,Roure1954,780-351-4938,12/15/1954,"Billing clerk","G.I. Joe's"
Thelma,Sanders,Toronto,Ontario,Canada,ThelmaESanders@dayrep.com,Camedid,416-997-5465,4/14/2003,"Fiscal and policy analyst","Olson's Market"
Roy,Humphrey,Thessalon,Ontario,Canada,RoyMHumphrey@einrot.com,Almyconver,705-841-9516,2/24/1978,"Counter and rental clerk","W. Bell & Co."
Joseph,Hardy,Ottawa,Ontario,Canada,JosephEHardy@armyspy.com,Rother1937,613-844-3940,9/30/1937,"Derrick operator","The Network Chef"
Martha,Torres,"Red Deer",Alberta,Canada,MarthaETorres@rhyta.com,Beley1975,403-391-1848,12/16/1975,"Cruise ship worker","Shoe Town"
Sandra,Cairns,Toronto,Ontario,Canada,SandraPCairns@rhyta.com,Muchave,647-403-1705,12/10/1977,"Horse breeder","Walt's IGA"
Jeffery,Sandberg,Mistassini,Quebec,Canada,JefferyMSandberg@fleckens.hu,Sirly1962,418-518-5478,7/21/1962,"Information designer","A+ Electronics"
Retta,Muniz,Selby,Ontario,Canada,RettaPMuniz@superrito.com,Olower,613-388-0980,4/23/2002,"Real property assessor","A+ Electronics"
Geraldine,Pryor,Newmarket,Ontario,Canada,GeraldineLPryor@dayrep.com,Whoathat,905-967-1664,8/14/1984,"Employment and placement manager",Wetson's
Dean,Aiello,Vancouver,"British Columbia",Canada,DeanEAiello@rhyta.com,Sansion60,604-992-0020,4/20/1960,"Street vendor","Integra Investment Plan"
Dorthy,Edwards,Barrington,"Nova Scotia",Canada,DorthyEEdwards@einrot.com,Grapt1980,902-575-1106,6/15/1980,"Electrical and electronic equipment assembler","The Flying Hippo "
Mavis,Terrell,Edmonton,Alberta,Canada,MavisRTerrell@rhyta.com,Arelithrous,780-916-1665,6/11/1959,"Ophthalmic laboratory technician","Gas Zone"
Nancy,Santiago,Montreal,Quebec,Canada,NancyRSantiago@teleworm.us,Cation85,514-970-4399,12/10/1985,"Research chef",Monsource
Patrick,Prieto,Calgary,Alberta,Canada,PatrickTPrieto@armyspy.com,Netur1968,403-290-5565,2/20/1968,"Personnel training officer","Gamma Realty"
Ignacio,Ferranti,Richmond,"British Columbia",Canada,IgnacioSFerranti@cuvox.de,Follut93,604-277-2098,5/4/1993,"Print binding and finishing worker",Veramons
Tabitha,Dunnam,Montreal,Quebec,Canada,TabithaGDunnam@dayrep.com,Exponal,514-703-3857,5/31/2000,"Railroad engineer","Computer City"
Dustin,Steward,Vancouver,"British Columbia",Canada,DustinSSteward@einrot.com,Fiefeeng,604-338-8662,7/5/1953,Orderlie,Peaches
Brian,Ross,Vancouver,"British Columbia",Canada,BrianMRoss@jourrapide.com,Juseenoth,604-975-2029,7/25/1947,Carpenter,d.e.m.o.
Toni,Buss,Selkirk,Ontario,Canada,ToniGBuss@dayrep.com,Dancle,905-776-1832,5/2/2000,"Sawing machine operator","Handy Andy Home Improvement Center"
Paula,Carpenter,Climax,Saskatchewan,Canada,PaulaSCarpenter@jourrapide.com,Upoudiles,306-293-2313,3/31/1986,"Clinical dietitian",Monmax
Harriet,Moody,Montreal,Quebec,Canada,HarrietCMoody@fleckens.hu,Bectiegn,514-969-2716,3/19/1980,"Dining room and cafeteria attendant","Ernst Home Centers"
Mary,McGrath,Churchbridge,Saskatchewan,Canada,MaryPMcGrath@rhyta.com,Doull1980,306-896-3483,4/1/1980,Marshal,"Kohl's Food Stores"
Matthew,Gay,Regina,Saskatchewan,Canada,MatthewMGay@jourrapide.com,Fronly,306-924-5349,5/8/1941,"Conference interpreter","Kelsey's Neighbourhood Bar & Grill"
Melvin,Nickerson,"Terrace Bay",Ontario,Canada,MelvinDNickerson@rhyta.com,Labon1970,807-825-4516,6/24/1970,"Courtesy van driver",Kleinhans
James,Daubert,Clearwater,"British Columbia",Canada,JamesMDaubert@dayrep.com,Whate1984,250-674-7543,6/28/1984,"Sound engineering technician","Newmark & Lewis"
Charles,Wallace,Chilliwack,"British Columbia",Canada,CharlesCWallace@rhyta.com,Wook1989,604-991-9373,8/21/1989,"Lead abatement worker",Maxaprofit
Robert,Lewis,Richmond,"British Columbia",Canada,RobertTLewis@fleckens.hu,Ininving,604-244-6990,1/4/1946,"Lathe and turning machine tool tender",Jafco
Jacquelyn,Olson,"St Catharines",Ontario,Canada,JacquelynROlson@dayrep.com,Thaparme,905-934-5160,9/27/1999,"Welding machine tender","Music Den"
George,Davis,Armstrong,"British Columbia",Canada,GeorgePDavis@teleworm.us,Tiondes,250-546-6850,12/3/1962,"Administrative leader","Gene Walter's Marketplace"
Alicia,Billups,Ottawa,Ontario,Canada,AliciaJBillups@dayrep.com,Hadow1977,613-878-5531,11/18/1977,"Custodial worker","Bombay Company"
Thomas,Timmons,"Parc De La Verendrye",Quebec,Canada,ThomasMTimmons@dayrep.com,Hicaltisee,819-435-7365,1/3/1977,"Elevator inspector","A+ Electronics"
Mildred,Hudson,Winnipeg,Manitoba,Canada,MildredTHudson@superrito.com,Mange1992,204-997-8725,10/15/1992,"Cafeteria cook",Weatherill's
Kevin,Gallop,Ma-Me-O-Beach,Alberta,Canada,KevinMGallop@dayrep.com,Woution,780-586-5789,8/11/1986,"Pipe organ repairer","Planet Profit"
Margaret,Navarro,Milton,Ontario,Canada,MargaretCNavarro@armyspy.com,Qued1997,905-875-1764,12/14/1997,"Food service worker","Steve's Ice Cream"
Suzanne,Boone,Cranbrook,"British Columbia",Canada,SuzanneRBoone@dayrep.com,Smang1949,250-417-8536,4/15/1949,"Milling and planing machine operator",Merrymaking
William,Delgado,"Trois Rivieres",Quebec,Canada,WilliamHDelgado@dayrep.com,Flust1946,819-379-1429,5/27/1946,"Quality control inspector",Laneco
Nancy,Davis,"St Catharines",Ontario,Canada,NancyEDavis@superrito.com,Beste1980,905-934-2621,11/20/1980,"Industrial-organizational psychologist","All Wound Up"
Jennifer,Luna,"Powell River","British Columbia",Canada,JenniferJLuna@dayrep.com,Hishave,604-208-2052,1/11/1967,"Petroleum technician","Eden Lawn Service"
Faye,Palmer,"Blaine Lake",Saskatchewan,Canada,FayeWPalmer@jourrapide.com,Dably1987,306-497-6849,10/8/1987,"Veterinary technician",Chandlers
Glenn,Pruitt,Vancouver,"British Columbia",Canada,GlennTPruitt@einrot.com,Solds1979,604-721-0495,2/2/1979,"Kindergarten teacher","Oranges Records & Tapes"
Phillip,Stanley,Vancouver,"British Columbia",Canada,PhillipCStanley@superrito.com,Whimarem,604-684-2287,11/20/1966,Rodbuster,"A.J. August Fashion Wear"
Barbara,Barnard,Waterdown,Ontario,Canada,BarbaraLBarnard@cuvox.de,Quichishipt53,905-689-4486,12/4/1953,"Sewing machine operator","MVP Sports"
Camille,Page,Calgary,Alberta,Canada,CamilleSPage@teleworm.us,Colesed,403-299-8052,12/20/1991,"Rehabilitation counselor","Happy Family"
Georgia,Puckett,Castleton,Ontario,Canada,GeorgiaEPuckett@fleckens.hu,Verl1973,905-344-3614,8/11/1973,"Numerical tool and process control programmer",JasmineSola
Kathy,Gibson,Toronto,Ontario,Canada,KathyMGibson@fleckens.hu,Hatterouble,416-275-7959,5/19/1986,"Bus mechanic",Gantos
Laura,Crotty,Newmarket,Ontario,Canada,LauraTCrotty@jourrapide.com,Werflefougs1951,905-960-5607,4/17/1951,"Credentials specialist","G.I. Joe's"
Crystal,Bradford,Calgary,Alberta,Canada,CrystalCBradford@rhyta.com,Selly1986,403-686-0433,1/27/1986,"Employer relations representative","Baltimore Markets"
Michael,Wilcox,Toronto,Ontario,Canada,MichaelCWilcox@jourrapide.com,Exisparbace,416-599-0645,4/27/1975,"Sawing machine operator","Childrens Bargain Town"
Angela,Wells,"Johnstons River","Prince Edward Island",Canada,AngelaJWells@armyspy.com,Showeeks,902-892-1901,11/8/1982,"Ophthalmic nurse","Golf Augusta Pro Shops"
Harold,Geiger,Kanata,Ontario,Canada,HaroldPGeiger@superrito.com,Andindeford,613-254-5389,9/17/1961,"Electronic home entertainment equipment repairer","Laura Ashley"
Benjamin,Hudnall,Guelph,Ontario,Canada,BenjaminLHudnall@cuvox.de,Paider,519-826-0247,10/12/1964,"Product promoter",Jafco
Brandon,Martin,Kentville,"Nova Scotia",Canada,BrandonDMartin@jourrapide.com,Thind1988,902-365-8667,11/11/1988,"Cooling and freezing equipment operator","Superior Interior Design"
Katrina,Hendrick,Quebec,Quebec,Canada,KatrinaSHendrick@gustr.com,Duerse1988,418-577-1875,12/28/1988,"Treatment plant and system operator","Linens 'n Things"
Cynthia,Carson,Laval,Quebec,Canada,CynthiaJCarson@einrot.com,Mazincusithe1947,450-627-7051,1/30/1947,"Dog trainer","Chess King"
Walter,Owens,Toronto,Ontario,Canada,WalterMOwens@cuvox.de,Andeep,416-401-7230,2/5/1966,"Mobile heavy equipment service technician","KG Menswear"
Julia,Quintero,"Wunnummin Lake",Ontario,Canada,JuliaMQuintero@jourrapide.com,Didith,807-442-8158,9/9/1989,"Radar controller","The Spotted Cougar"
Justin,Garcia,Montreal,Quebec,Canada,JustinMGarcia@armyspy.com,Houghte87,514-428-5417,7/5/1987,"Senior reactor operator","Total Sources"
Albert,Lagrone,Granum,Alberta,Canada,AlbertOLagrone@fleckens.hu,Uppas1958,403-687-9601,3/22/1958,"Securities analyst","Handy Andy Home Improvement Center"
Herbert,Allen,"New Westminster","British Columbia",Canada,HerbertCAllen@fleckens.hu,Harwort,778-688-7153,6/26/1979,"Plan examiner",Jafco
Lawrence,Burns,Toronto,Ontario,Canada,LawrenceLBurns@cuvox.de,Fren2000,416-402-0394,3/5/2000,"Carpet, floor, and tile finisher","National Hardgoods Distributors"
Carol,Booth,Vancouver,"British Columbia",Canada,CarolCBooth@armyspy.com,Threp1983,604-418-0240,2/23/1983,"Respiratory therapy technician","Matrix Interior Design"
Derrick,Cooper,"Niagara Falls",Ontario,Canada,DerrickKCooper@einrot.com,Usts1993,905-357-3030,9/25/1993,"Public finance economist","Ellman's Catalog Showrooms"
Melissa,Chee,"North Bay",Ontario,Canada,MelissaGChee@armyspy.com,Jusnis,705-492-7641,10/16/1989,"Technical sales support worker",McDuff
Daniel,Talley,Calgary,Alberta,Canada,DanielMTalley@teleworm.us,Joympers85,403-284-1968,5/23/1985,Groundskeeper,"Platinum Interior Design"
Stevie,Begay,Saskatoon,Saskatchewan,Canada,StevieGBegay@armyspy.com,Lessilto1957,306-242-9116,7/7/1957,"Textile knitting and weaving machine operator","Forum Cafeterias"
Jane,Perkins,"Petite Riviere St Francois",Quebec,Canada,JaneVPerkins@gustr.com,Posseptiche,418-632-2538,3/9/1964,"Home inspector","Childs Restaurants"
Jason,Kim,Saskatoon,Saskatchewan,Canada,JasonSKim@dayrep.com,Beink1982,306-227-8302,10/9/1982,"Footwear and accessory designer","The Wiz"
Tommy,Lester,Edmonton,Alberta,Canada,TommyCLester@jourrapide.com,Adate1991,780-457-3421,7/11/1991,"Civil drafter","Starship Tapes & Records"
